,SENDER,MESSAGE
52,https://ria.ru/20221006/nemtsy-1822108273.html,"БЕРЛИН, 6 окт - РИА Новости. Подавляющее большинство граждан ФРГ негативно оценивают экономическую ситуацию в стране, их недовольство выше, чем после всемирного кризиса 2008 года, следует из опроса Infratest dimap для телеканала ARD.Согласно опросу, результаты которого опубликованы в четверг на сайте ARD, четверо из пяти немцев (80%) оценивают экономическую ситуацию негативно, из них 47% как ""менее хорошо"" и 33% как ""плохо"". Эти значения почти вдвое превышают показатели опроса, проведённого при прежнем правительстве в 2021 году, и являются рекордно высокими по отношению к 2009 году, когда Infratest dimap оценивал недовольство граждан через год после начала всемирного кризиса. В тот год показатель недовольства оказался немногим выше 70%.Новый опрос показал, что ситуация в Германии вызывает беспокойство у 85% граждан, что на 34% выше, чем в последнем аналогичном опросе в 2020 году. Только у 11% есть уверенность в завтрашнем дне, что по сравнению с прошлым опросом показывает падение показателей на 33% и является рекордно низким значением с начала измерений в 1997 году.Большинство опрошенных (53%) считает, что экономическая ситуация в Германии через год будет хуже, чем сегодня. Каждый третий (32%) ожидает, что она будет примерно такой же, и только 12% придерживаются мнения, что через год экономическая ситуация улучшится.В опросе, который был проведён с 3 по 5 октября, участвовали 1307 человек. Максимальная погрешность составила от 2% до 3%."
53,https://ria.ru/20221006/tovarooborot-1822093818.html,"КАЛУГА, 6 окт – РИА Новости. Объем взаимного товарооборота между Калужской областью и Ираном за последние четыре года увеличился более чем в 20 раз, партнеры намерены и далее развивать сотрудничество, сообщает правительство Калужской области.Сообщается, что в четверг в Москве состоялась встреча первого вице-президента Ирана Мохаммада Мохбера с главами регионов России. От Калужской области в мероприятии приняли участие губернатор Владислав Шапша и его заместитель Владимир Потемкин.""В некоторых сферах мы уже давно сотрудничаем. Под руководством представителей ""Росатома"" в Обнинске обучаются и повышают квалификацию специалисты из многих стран. Будем рады видеть в их числе и сотрудников атомной станции в Бушéре. Молодые люди из Ирана уже приезжают к нам обучаться медицине и инженерным наукам"", - цитирует Владислава Шапшу пресс-служба областного правительства.Губернатор отметил, что число международных образовательных программ в университетах области растет, в связи с чем, по его словам, в Калужской области ждут новых студентов из Ирана.""Объем взаимного товарооборота между Калужской областью и исламской республикой Иран за последние четыре года увеличился более чем в 20 раз. Предприятия области поставляют в Иран радионуклиды медицинского назначения, промышленные фильтры для объектов атомной энергетики, магнитные сепараторы для предприятий горнодобывающей промышленности"", - информирует правительство региона. Отмечается, что в иранском спутнике ""Хайям"", который недавно был выведен на орбиту Земли, использованы компоненты, изготовленные на предприятии в Обнинске.Шапша подчеркнул, что, несмотря на достигнутый прогресс, уровень экономического обмена все же не в полной мере отражает высокий потенциал взаимодействия. ""Мы считаем важным и перспективным развитие сотрудничества в сфере машиностроения, фармакологии, сельского хозяйства, здравоохранения"", - сказал Шапша.Он напомнил, что в 2017 году калужская деловая миссия посещала Тегеран, поездка оказалась очень плодотворной. ""В ноябре мы возобновим этот диалог на новом уровне. По многим направлениям готовятся насыщенные двусторонние контакты. Надеюсь, эта встреча станет отправной точкой для новых проектов и послужит укреплению взаимовыгодного сотрудничества"", – резюмировал губернатор."
54,https://ria.ru/20221006/moratoriy-1822086027.html,"МИНСК, 6 окт – РИА Новости. Премьер Белоруссии Роман Головченко подписал постановление о введении моратория на повышение цен и тарифов на внутреннем рынке, сообщила в четверг пресс-служба белорусского правительства.Ранее в четверг президент Белоруссии Александр Лукашенко раскритиковал рост цен на товары, текущий уровень инфляции и распорядился с 6 октября ввести запрет на повышение цен в стране. Комитет госконтроля и министерство антимонопольного регулирования и торговли (МАРТ) объявили о масштабном мониторинге цен. Госконтроль предупредил, что что в случае выявления фактов повышения цен на любые товары будут приниматься самые жесткие меры реагирования, вплоть до возбуждения уголовных дел.""В Беларуси введен мораторий на повышение цен и тарифов на внутреннем рынке. Соответствующее постановление подписал премьер по итогам совещания у главы государства"", - говорится в сообщении в Тelegram-канале белорусского правительства.Отмечается, что ""с 6 октября 2022 года юридические лица всех форм собственности и индивидуальные предприниматели, осуществляющие производство, ввоз и реализацию товаров на внутренний рынок или оказывающие услуги на территории Беларуси, не смогут повысить цены на все товары, как продовольственные, так и непродовольственные, и услуги"". ""Повышение цен в результате отмены акций, скидок и распродаж также не допускается"", - подчеркивается в сообщении.Согласно сообщению, ""МАРТ, другим республиканским органам государственного управления, государственным организациям, подчиненным правительству, облисполкомам и Мингорисполкому поручено осуществлять контроль за насыщением рынка товарами и услугами, а также предоставлены полномочия на приостановление работы объектов, действия специальных разрешений, лицензий в случае нарушения требований постановления правительства""."
55,https://ria.ru/20221006/sanktsii-1822079517.html,"МОСКВА, 6 окт - РИА Новости. Запад маниакальными санкциями добился стремительного разрушения всей архитектуры мировой торговли, и Европе грозит наступление рецессии, а вот для США итоги будут менее печальны, считает зампред Совбеза РФ Дмитрий Медведев.Он добавил, что сейчас подорваны глобальные цепочки поставок.""Западные аналитики ожидают замедления экономического роста всех развитых стран. Уже в ближайшие 12 месяцев Европе грозит наступление рецессии. При этом следует оговориться, что для главного поджигателя гибридной войны против России – США – итоги будут менее катастрофическими. Но и там хорошо понимают, к каким тяжелейшим последствиям ведут действия их дряхлеющего президента"", - считает Медведев."
56,https://ria.ru/20221006/mordoviya-1822075372.html,"НИЖНИЙ НОВГОРОД, 6 окт - РИА Новости. Семнадцать предприятий Мордовии представили свою продукцию на агропромышленной выставке ""Золотая осень – 2022"", сообщает пресс-служба главы республики.Всероссийская агропромышленная выставка ""Золотая осень"" проходит в подмосковной Кубинке с 5 по 8 октября. Ежегодно в мероприятии принимают участие сотни производителей из разных регионов России, проводятся презентации современной сельскохозяйственной техники, инновационных разработок и новейших технологий в сфере АПК.""Делегацию Мордовии на выставке возглавил руководитель республики Артём Здунов. Акцент при формировании экспозиции республики был сделан на производственных, экспортных и инвестиционных возможностях региона"", - говорится в сообщении.Отмечается, что Мордовия входит в число лидеров среди субъектов страны по производству основных видов продукции в расчете на душу населения. По производству яиц и молока Мордовия занимает в стране первое место, по производству мяса - четвёртое.""Республика не только полностью обеспечивает свой потребительский спрос на рынке по мясу, молоку, яйцу, сахару и овощам, но и свыше 80% произведенной продукции реализует за пределы региона, в том числе экспортирует в 21 страну мира"", - подчеркивается в сообщении.Глава Мордовии провёл на площадке агропромышленной выставки ""Золотая осень"" ряд рабочих встреч, в том числе с руководством Минсельхоза России, Россельхозбанка, Росагролизинга, представителями компании ""Пегас-Агро"". Обсуждались вопросы поддержки отрасли, поставок сельскохозяйственной техники для республиканских аграриев. Кроме того, руководитель республики обсудил с руководством компании ""Фос-Агро-Волга"" взаимодействие по поставкам удобрений для сельхозпредприятий на грядущий сезон.""Этот год мы завершаем достойно, по зерновым у нас рекордный сбор – 1 миллион 750 тысяч тонн, урожайность - 38 центнеров с гектара, это хороший результат. Но вопросов агропромышленного развития ещё много - нужна техника, нужна модернизация, оборудование. Все специалисты, которые за это отвечают, находятся сегодня здесь – кто занимается удобрениями, оборудованием, транспортом. Будем активно работать на этой деловой площадке. Есть и чему поучиться у коллег. Это хорошая практика для обмена опытом"", - цитирует пресс-служба слова Здунова."
57,https://ria.ru/20221006/sanktsii-1822074318.html,"БЕЛГРАД, 6 окт - РИА Новости. Президент Сербии Александр Вучич заявил, что попросил лидеров стран ЕС в рамках встречи Европейского политического сообщества в Праге, проходящего вместе с неофициальными переговорами стран Евросоюза, сделать исключение для Сербии в вопросе санкций на поставки нефти из России.ЕС в четверг ввел в действие восьмой пакет антироссийских санкций, который включает как новые экономические ограничения, так и расширенные списки персональных санкций. В числе экономических санкций значится введение законодательной основы для определения потолка цен в отношении морских перевозок российской нефти в третьи страны. Планируется, что лимит цен будет введен 5 декабря для нефти и 5 февраля 2023 года - для нефтепродуктов.Пакет мер активно поддержала Хорватия, где на острове Крк в Адриатическом море расположен порт Омишаль с терминалом для приема танкеров с нефтью и нефтепродуктами. Оттуда нефть отправляется по трубе в Сербию на переработку на заводе Нефтяной индустрии Сербии (НИС), которая на 56,15% принадлежит компаниям группы ""Газпром"". Глава МВД Сербии Александр Вулин заявил в четверг, что ЕС восьмым пакетом санкций против РФ вводит первый пакет санкций против Сербии, которая зависит от поставок российской нефти через Хорватию.""Никто больше не ставит вопрос о главах переговорной платформы (о вступлении в ЕС – ред.) или переговорных кластерах. Вопрос только один: ""Почему вы не сделали этого (не поддержали санкции – ред.)?"" Честно, это единственный вопрос, и я понимаю позицию ЕС. Они неформально, но находятся в конфликте с РФ, хотят иметь единый блок, при этом забывают нашу ситуацию в 1999 году, некоторые понимают специфику нашего положения, а большинство не понимает"", - подчеркнул сербский лидер.По его словам поддержку Сербии высказал премьер Болгарии Бойко Борисов, так как нефтеперерабатывающий завод в Бургасе, который работает с российским сырьем, ранее был исключен из пакета санкций. Вучич также сообщил, что планирует обсудить вопрос исключения Сербии из пакета санкций с президентом Франции Мануэлем Макроном и другими лидерами европейских государств.Госкомпания-оператор нефтепровода JANAF в Хорватии сообщила 22 апреля, что продолжит поставки сырья НИС после изъятия из пакета санкций ЕС. В январе НИС подписала новый годовой договор с JANAF на поставку 3,2 миллиона тонн сырой нефти. Вучич 21 августа напомнил гражданам, что с 1 ноября Сербия из-за санкций не сможет получать нефть из России, которую доставляют в страну танкерами по Адриатическому морю, а затем по нефтепроводу через Хорватию. Вучич в конце июня говорил, что Сербия из-за санкций Запада на поставки нефти танкерами из России должна найти альтернативу российской нефти."
58,https://ria.ru/20221006/inflyatsiya-1822069933.html,"МОСКВА, 6 окт - РИА Новости. Инфляция в России по итогам года составит не более 12%, есть основания считать так, заявил зампред Совбеза РФ Дмитрий Медведев.""Постепенно замедляется инфляция, упав с пикового значения в 17,8% в апреле до 13,7% в сентябре. Есть все основания считать, что по результатам года она составит не более 12%"", - написал Медведев в своем Telegram-канале.Он добавил, что большую устойчивость демонстрирует ВВП."
59,https://ria.ru/20221006/gaz-1822069472.html,"МОСКВА, 6 окт - РИА Новости. Предельная цена на российское голубое топливо так пока и не введена, видимо, Запад понял, что может остаться без газа навсегда, заявил зампред Совбеза России Дмитрий Медведев.""Параллельно европейские скудоумные чинуши умоляют своих граждан экономить энергию. А чтобы лучше их простимулировать, готовы переложить на пользователей растущие расходы и даже сажать их в тюрьму, как в некогда благополучной Швейцарии"", - добавил Медведев."
60,https://ria.ru/20221006/kurs-1822068184.html,"МОСКВА, 6 окт - РИА Новости. Валюта РФ подешевела в четверг к доллару до 60,9 рубля, к евро - до 59,1 рубля, при этом подросла к юаню, следует из данных Московской биржи.Курс доллара расчетами ""завтра"" на 19.00 мск (к закрытию) вырос на 73 копейки, до 60,9 рубля, евро подорожал на 70 копеек, до 59,1 рубля, юань подешевел на 2 копейки, до 8,555 рубля."
61,https://ria.ru/20221006/medvedev-1822066473.html,"МОСКВА, 6 окт - РИА Новости. Взывать Запад к благоразумию бесполезно и не нужно, надо заставить его просить о пощаде в экономическом сражении и завершать его полной капитуляцией, заявил зампред Совбеза РФ Дмитрий Медведев.""К благоразумию наших врагов на Западе взывать бесполезно. И не нужно. Врагов надо заставить просить о пощаде в проигранном экономическом сражении. И завершать его их полной и безоговорочной капитуляцией"", - написал Медведев в Telegram-канале."
62,https://ria.ru/20221006/inflyatsiya-1822065185.html,"МОСКВА, 6 окт - РИА Новости. В отдельных странах ЕС, которые являются самыми отмороженными врагами России, ситуация с инфляцией просто катастрофическая, заявил зампред Совбеза России Дмитрий Медведев.""По данным Евростата, в еврозоне наблюдается рекордная за последние десятилетия инфляция – более 9%. Однако в отдельных странах ЕС ситуация просто катастрофическая. Среди них – самые отмороженные враги России"", - написал он в своем Telegram-канале.В Эстонии инфляция выросла на 22,2% в годовом выражении, в Литве – на 21,1%, в Латвии – на 20,8%, в Чехии – на 17,3%, отметил Медведев.""И эти двузначные антирекорды далеко не предел"", - добавил он."
63,https://ria.ru/20221006/ekonomika-1822064904.html,"МОСКВА, 6 окт - РИА Новости. Зампред Совбеза Дмитрий Медведев заявил, что ""порвать в клочья"" российскую экономику у Запада в очередной раз не получилось.""В общем, ""порвать в клочья"" нашу экономику у Запада в очередной раз не получилось. Главное – у России есть не только необходимый запас прочности, но и все возможности для дальнейшего развития"", - написал он в своем Telegram-канале, комментируя восьмой санкционный пакет Евросоюза против РФ."
64,https://ria.ru/20221006/medvedev-1822064187.html,"МОСКВА, 6 окт — РИА Новости. ""Адские санкции"" Запада пошли на восьмой круг, однако есть еще и девятый, заявил в Telegram-канале заместитель председателя Совбеза Дмитрий Медведев.По его словам, резервы у этих стран еще остались.Зампред Совбеза подчеркнул, что Россия давно адаптировалась к ограничениям, и ее экономика показывает ""приличную жизнеспособность"". По его мнению, Запад планирует и дальше вводить бессмысленные санкции, нанося вред не столько Москве, сколько всему миру в целом. Однако взывать к их благоразумию бесполезно, подытожил он."
65,https://ria.ru/20221006/zapad-1822063775.html,"МОСКВА, 6 окт - РИА Новости. Запад намерен идти против России до конца и вводить новые бессмысленные ограничения, последствия от неизбирательных санкций затронут все страны, без нормальной международной торговли хаос и нищету ощутят на разных уголках планеты, написал зампредседателя Совбеза РФ Дмитрий Медведев в своем Telegram-канале.""Иллюзий нет. Запад намерен идти против России до конца. Вводить против неё всё новые бессмысленные ограничения, надеясь, как и все последние годы, всё же максимально подорвать экономику России. Разлёт осколков от такого неизбирательного применения санкционного оружия – по всем странам мира и ни в чём не повинным людям. Между тем без нормальной международной торговли хаос и нищету ощутят в самых разных уголках планеты"", - написал Медведев.Евросоюз 6 октября официально опубликовал новый пакет санкций против России. Ограничения вступают в силу с 7 октября. Документ среди прочего содержит базу для определения потолка цен на российскую нефть для ее транспортировки по морю. При этом транспортировка топлива выше этой цены подпадает под запрет. Он вступит в силу 5 декабря. Запрет на поставку нефтепродуктов дороже установленного уровня начнет действовать с 5 февраля."
66,https://ria.ru/20221006/neft-1822060636.html,"БРЮССЕЛЬ, 6 окт – РИА Новости. Евросоюз при принятии решения о целесообразности ввести потолок цен на нефть будет учитывать эффективность такого шага, международное присоединение к ценовому потолку и его влияние на союз в целом и его членов, говорится в опубликованном в официальном журнале ЕС документе.""При принятии решения о том, вводить ли потолок цен на нефть, Совет ЕС будет принимать во внимание эффективность этой меры по отношению к желаемым результатам, международному участию в механизме… а также его потенциальные последствия для ЕС и государств-членов"", - говорится в документе.ЕС в четверг ввел в действие восьмой пакет антироссийских санкций, который включает как новые экономические ограничения, так и расширенные списки персональных санкций. В числе экономических санкций значится введение законодательной основы для определения потолка цен в отношении морских перевозок российской нефти в третьи страны. Планируется, что лимит цен будет введен 5 декабря для нефти и 5 февраля 2023 года - для нефтепродуктов.СМИ также сообщали, что Европейский союз не планирует самостоятельно устанавливать потолок цен на российскую нефть, он будет использовать уровень, который предварительно согласуют страны Большой семерки. При этом, как поясняли источники, процедура принятие ЕС решения о потолке цен на нефть предполагает, что ""каждый раз для фиксации потолка цен (в ЕС) будет необходим мандат Совета ЕС (единогласное утверждение решения всеми странами союза)… то есть это означает, что любое государство ЕС может использовать вето для установления новых предельных цен для российской нефти""."
67,https://ria.ru/20221006/podmoskove-1822053484.html,"МОСКВА, 6 окт – РИА Новости. Гостиничный бизнес, сельское хозяйство и медицина являются наиболее привлекательными сферами бизнеса для иностранцев на территории Московской области, говорится в сообщении регионального Мининвеста.В четверг в Доме правительства Московской области состоялся бизнес-завтрак по случаю визита делегации Совета женщин-предпринимателей ОАЭ. В мероприятии приняли участие заместитель председателя правительства Подмосковья Екатерина Зиновьева, председатель Совета женщин-предпринимателей ОАЭ Фарида Аль-Авадхи, а также глава благотворительного фонда ""Исток"" Екатерина Багдасарова.""В Подмосковье самая развитая инфраструктура для инвесторов. Каждого инвестора, приходящего в регион, мы сопровождаем ""от и до"", подбираем индивидуальные, подходящие именно его бизнесу условия и меры поддержки, что способствует успешной реализации проектов. Среди сфер, которые могут быть интересны иностранным инвесторам у нас в регионе, например, медицина, проекты в сельском хозяйстве и гостиничном бизнесе, дата-центры, а также транспортно-пересадочные узлы"", – приводятся в сообщении слова Зиновьевой."
68,https://ria.ru/20221006/russneft-1822047774.html,"МОСКВА, 6 окт - РИА Новости. Бизнесмен Саит-Салам Гуцериев перестал владеть 37,145% акций ""Русснефти"", его доля сократилась до нуля, сообщила компания в четверг.Год назад Михаил Гуцериев передал долю в 37,15% акций ""Русснефти"" своему брату Саит-Саламу, а сам прекратил в ней участие после попадания в санкционный список Евросоюза.""Гуцериев Саит-Салам Сафарбекович... Количество и доля... голосов, приходящихся на голосующие акции... составляющие уставный капитал эмитента, которыми лицо имело право распоряжаться до наступления указанного основания: 109 252 749 голосов / 37,145 %... Количество и доля... голосов, приходящихся на голосующие акции, составляющие уставный капитал эмитента, право распоряжаться которыми лицо получило после наступления указанного основания: 0 голосов / 0 %"", - говорится в сообщении.В нем уточняется, что событие произошло 5 октября, а основание для прекращения права распоряжаться долей наступило 21 июля.В ""Русснефти"" журналистам пояснили, что в настоящее время у компании нет бенефициаров, то есть физических лиц, владеющих более 25% акций. В конце июня Великобритания ввела санкции, включающие в себя заморозку активов, против Саит-Салама Гуцериева, а также его племянника Саида - сына Михаила Гуцериева. В качестве причины было указано ""получение выгоды от правительства России и его поддержка"". В конце августа Саит-Салам Гуцериев отозвал свою кандидатуру на избрание в совет директоров ""Русснефти"", куда был выдвинут в марте.""Русснефть"" входит в число крупнейших компаний по объемам добычи нефти в РФ. В портфеле - активы в ключевых нефтегазоносных регионах России (Западной Сибири, Волго-Уральском регионе и Центральной Сибири), а также в Азербайджане. Объем доказанных и вероятных запасов (2P) превышает 200 миллионов тонн. Уставный капитал ""Русснефти"" разделен на 294,12 миллиона обыкновенных и 98,032 миллиона кумулятивных привилегированных акций. Таким образом, на привилегированные акции приходится 25% уставного капитала (16,52% принадлежит банку ""Траст"", 8,4% - ВТБ)."
69,https://ria.ru/20221006/sanktsii-1822043741.html,"БРЮССЕЛЬ, 6 окт - РИА Новости. Евросоюз ввел санкции против корпорации ""Иркут"" и акционерного общества ""Московский машиностроительный завод ""Авангард"", говорится в сообщении, опубликованном в четверг в официальном журнале ЕС.""Авангард"" был включен в санкционный список Евросоюза, так как является ""подрядчиком (министерства) обороны России, поставляющим оружие российским вооруженным силам"", говорится в документе.Запад усилил санкционное давление на Россию из-за ситуации на Украине, что привело к росту цен на электроэнергию, топливо и продукты питания в Европе и США."
70,https://ria.ru/20221006/sanktsii-1822041261.html,"МОСКВА, 6 окт — РИА Новости. Евросоюз официально опубликовал новый пакет санкций против России.Ограничения вступают в силу с 7 октября.Документ среди прочего содержит базу для определения потолка цен на российскую нефть для ее транспортировки по морю. При этом транспортировка топлива выше этой цены подпадает под запрет. Он вступит в силу 5 декабря. Запрет на поставку нефтепродуктов дороже установленного уровня начнет действовать с 5 февраля.Помимо этого, санкционный пакет включает в себя:Также Евросоюз расширил списки граждан России, в отношении которых действуют персональные ограничения. В него, в частности, попали философ Александр Дугин, музыканты Юлия Чичерина, Николай Расторгуев и Олег Газманов, глава ЦИК Элла Памфилова и другие.В числе новых предприятий, против которых вводятся ограничения, — ""Гознак"", ОАО ""Завод имени В. А. Дегтярева"" и МКБ ""Факел"".Европейские страны и США после начала кризиса на Украине в феврале этого года ввели против Москвы несколько пакетов персональных и экономических санкций. Также они взяли курс на полный отказ от российских энергоресурсов. Этот шаг спровоцировал в западных странах рекордную инфляцию и рост цен на топливо.Президент Владимир Путин при этом заявил, что политика сдерживания и ослабления Москвы стала долгосрочной стратегией Запада, основная цель которой — ухудшить жизнь миллионов людей."
71,https://ria.ru/20221006/sanktsii-1822037865.html,"ХЕРСОН, 6 окт – РИА Новости. Распространение санкций Евросоюза на Херсонскую область отражает бессилие чиновников Брюсселя, заявила РИА Новости зампред правительства Херсонской области Екатерина Губарева.Евросоюз в рамках восьмого пакета санкций против РФ распространил действие ограничений в отношении Донецкой и Луганской Народных Республик на Запорожскую и Херсонскую области, жители которых на референдумах высказались за вхождение регионов в состав России.""Распространение санкций Евросоюза на Херсонскую область весьма комично по своей сути и отражает только бессилие чиновников Брюсселя. Жители Херсона и области, отдавшие свои голоса на референдуме за объединение с Россией, по сути, голосовали против европейского вектора Украины. Поэтому распространение ограничений восьмого пакета санкций на наш регион всего лишь еще одна бесплодная попытка Евросоюза отомстить херсонцам за сделанный ими выбор"", - сказала Губарева."
72,https://ria.ru/20221006/kitay-1822022797.html,"МОСКВА, 6 окт - Проект ""Россия-Китай: Главное"". За период с января по август в сфере производства электронной информации в Китае наблюдался устойчивый рост с точки зрения объема производства, доходов, экспорта и инвестиций, свидетельствуют данные министерства промышленности и информатизации КНР.Согласно информации ведомства, добавленная стоимость крупных фирм в секторе выросла за указанный период на 9,3% в годовом исчислении, что на 5,7 п.п. выше, чем в промышленности и в сфере высокотехнологичного производства.Совокупный операционный доход этих фирм за первые восемь месяцев превысил 9,52 триллиона юаней (около 1,34 триллиона долларов), увеличившись на 7,6% в годовом исчислении.По сообщению министерства, за тот же период фирмы также увеличили общую стоимость экспортных поставок на 6,2% в годовом исчислении.Крупнейшими производителями электронной информации в Китае являются компании с годовым доходом от основной деятельности не менее 20 миллионов юаней каждый.Между тем, инвестиции в основной капитал в секторе выросли за указанный период на 18,7% в годовом исчислении, что на 8,2 п.п. выше, чем в других отраслях промышленности."
