	SENDER	MESSAGE
10	https://t.me/forbesrussia	Часть клиентов «Сбера», находящихся за рубежом, [могут столкнуться](https://www.forbes.ru/tekhnologii/479251-sber-predupredil-o-vremennyh-sloznostah-v-ispol-zovanii-onlajn-banka-za-rubezom) со сложностями в использовании онлайн-сервисов банка, предупредил «Сбер». Банк объяснил это техническими работами. Ранее на проблемы с приложением «Сбера» пожаловались клиенты банка, находящиеся в Турции, Грузии и других странах
11	https://t.me/forbesrussia	Правозащитники ООН впервые [назначили](https://www.forbes.ru/society/479245-pravozasitniki-oon-vpervye-naznacili-specdokladcika-po-pravam-celoveka-v-rossii) спецдокладчика по правам человека в России. Предложение на голосовании поддержали 17 стран, против выступили шесть. Представитель России расценил это как создание «еще одного рычаг давления на Россию»
12	https://t.me/forbesrussia	«Северсталь» [опровергла](https://www.forbes.ru/milliardery/479243-severstal-oprovergla-plany-peredaci-doli-mordasova-na-celi-oon) сообщения о том, что владелец компании Алексей Мордашов может изменить структуру собственности в бизнесе для смягчения западных санкции. Ранее WSJ писала, что миллиардер якобы рассматривает возможность передачи доли в бизнесе в фонд, который будет направлять прибыль на проекты, способствующие реализации целей ООН
13	https://t.me/forbesrussia	Женщинам нужно [дать возможность участвовать в «спецоперации» на добровольных началах](https://www.forbes.ru/society/479233-cernysenko-predlozil-mehanizm-mobilizacii-zensin-dobrovol-cev) — работать в госпиталях или волонтерами, предложил вице-премьер Дмитрий Чернышенко. Он подчеркнул, что согласен с позицией Сергея Шойгу, который заявлял, что призывать женщин не будут
14	https://t.me/forbesrussia	ЕЦБ потребовал от некоторых банков [сдержанно подойти к выплате бонусов и дивидендов за 2022 год](https://www.forbes.ru/finansy/479229-bloomberg-uznal-o-trebovanii-ecb-k-bankam-urezat-bonusy-i-dividendy-iz-za-krizisa) на фоне опасений, что экономическая ситуация в Европе ухудшится, узнал Bloomberg. ЕЦБ опасается дефолтов из-за выросшей стоимости энергоресурсов. Топ-менеджеры банков и инвесторы при этом, напротив, рассчитывают на хорошие выплаты после успешного года
15	https://t.me/forbesrussia	[​​](https://telegra.ph/file/ad9d72d280429708c5d1f.png)Впервые с 2014 года Криштиану Роналду и Лео Месси [не смогли возглавить](https://www.forbes.ru/biznes/479221-v-rejtinge-futbolistov-s-samymi-vysokimi-dohodami-smenilsa-lider) рейтинг самых высокооплачиваемых футболистов мира по версии Forbes. В этот раз их опередил французский игрок Килиан Мбаппе с доходом в $128 млн
16	https://t.me/forbesrussia	Прокуратура в Пензе [признала незаконным](https://www.forbes.ru/society/479219-pravozasitniki-soobsili-ob-otmene-pervogo-ugolovnogo-dela-za-uklonenie-ot-mobilizacii) решение о возбуждении уголовного дела за уклонение от мобилизации против 32-летнего мужчины, который отказался подписать повестку и не пришел в военкомат, сообщил правозащитник Павел Чиков. Он отметил, что пострадавший теперь получил право на компенсацию вреда, причиненного 48-часовым задержанием
17	https://t.me/forbesrussia	"Чаще всего российские сериалы снимают московские и питерские компании, но у регионального продакшена есть свои плюсы: местные продюсеры лучше понимают потребности аудитории и дают работу талантливым профессионалам не из Москвы. 

[В нашем материале](https://bit.ly/3EkBqVr) рассказываем историю успеха «Пензфильммаша» — студии, которая за шесть лет выросла из стартапа в кинокластер 

* __Информационная поддержка__"
18	https://t.me/forbesrussia	Завод по производству лопастей для ветряков в Ульяновске [законсервируют](https://www.forbes.ru/biznes/479215-v-ul-anovske-zakonserviruut-zavod-po-proizvodstvu-lopastej-dla-vetrakov), сообщил Минпромторг. Он пообещал выплатить компенсации персоналу и постараться сохранить производственную площадку. Завод принадлежал датской Vestas, которая решила уйти из России и ликвидировать местные «дочки» после начала «военной операции» на Украине. Его штат — 443 сотрудника
19	https://t.me/forbesrussia	Люксембургская GFG [продаст Lamoda владельцу российского «Стокманна» Якову Панченко](https://www.forbes.ru/biznes/479217-luksemburgskaa-gfg-prodast-lamoda-vladel-cu-rossijskogo-stokmanna). Закрытие сделки по продаже активов в России, Казахстане и Белоруссии планируется в ближайшие месяцы
20	https://t.me/forbesrussia	"Как и все люди вокруг, организаторы [**FWD Woman Summit](https://fcongress.ru/events/fwd-22)** каждую минуту обновляют новостную ленту и осознают масштабы происходящего кризиса. 

Мы долго совещались, спорили и сомневались, но в итоге пришли к выводу, что именно сейчас поддержка женщин — то, ради чего создавался форум год назад, — остается нашей главной задачей. И из-за всего происходящего она становится только актуальнее. Мы уверены, что в любом случае нам всем будет важно увидеть друг друга, услышать друг друга, обсуждать вместе только самое насущное и важное. Целью форума всегда было создание сообщества, где женщины могут найти поддержку и опору, создать систему взаимопомощи и увидеть, что в своих проблемах и достижениях они не одни. И мы надеемся, что **11 октября площадка FWD Woman Summit** станет тем местом, где мы вместе будем задавать правильные и актуальные вопросы — и вместе пытаться найти на них ответы.

**Ключевые темы:**
▫️Как женщина может помочь себе и другим в период турбулентности.
▫️Импакт и благотворительность: как будут выживать социальная повестка и поддержка женщин в России.
▫️Как общество и бизнес будут реагировать на кризис.
▫️История преодоления: как женщины добивались своих прав в работе и обществе.
▫️Кризис обучения: как должна измениться система образования, чтобы она учитывала интересы девочек.
▫️Горячая линия: юристы, психологи, социологи, НR и другие эксперты отвечают на вопросы женщин

Ознакомиться с программой и приобрести билеты [вы можете по ссылке](https://fcongress.ru/events/fwd-22)

За новостями саммита следите в телеграм-канале [FWD. Woman Summit](https://t.me/fwdwomansummit)"
21	https://t.me/forbesrussia	Путин [подписал закон](https://www.forbes.ru/society/479207-putin-podpisal-zakon-o-spisanii-kreditov-pogibsih-v-specoperacii-voennyh) о списании кредитов военнослужащих, погибших в ходе «военной операции», и членов их семей. Кредиты в этом случае будут закрываться за счет банков, рассчитывают власти. Тот же закон позволяет мобилизованным, служащим по контракту и добровольцам получить кредитные каникулы
22	https://t.me/forbesrussia	Количество сообщений кредиторов о намерении обанкротить своих должников [резко возросло после 1 октября, когда истек срок моратория на банкротства](https://www.forbes.ru/finansy/479189-cislo-uvedomlenij-kreditorov-o-bankrotstve-dolznikov-rezko-vozroslo-posle-moratoria). Юристы предупреждают о «взрывном росте» банкротных дел в четвертом квартале и в 2023 году
23	https://t.me/forbesrussia	Ассоциация онкопациентов заявила, что в России [возник дефицит](https://www.forbes.ru/society/479201-associacia-onkopacientov-zaavila-o-deficite-v-rossii-lekarstva-dla-detej-s-lejkozom) жизненно важного и не имеющего альтернативы препарата для лечения детей с острым лейкозом — онкаспара. Следующие поставки ожидаются в первой половине 2023 года из-за необходимости перевода упаковки на русский язык. Минздрав заявил, что знает о проблеме и разрешит оборот лекарства и в упаковке, предназначенной для других государств
24	https://t.me/forbesrussia	"Последствия мобилизации для бизнеса: владельцы ювелирных брендов, автосервисов, фитнес-клубов и ресторанов говорят о падении спроса и выручки с конца сентября, в том числе из-за отъезда клиентов в другие страны. 

Сложнее всего сейчас приходится представителям кинотеатров — текущий спад посещаемости в этой сфере бизнеса добавился к уже имеющемуся из-за приостановки киностудиями-мейджорами (Disney, Warner Bros., Paramount) демонстрации своей кинопродукции в российских кинотеатрах.

[Forbes поговорил с предпринимателями из индустрий, которые сейчас переживают кризис](https://www.forbes.ru/svoi-biznes/479137-balansirovka-na-grani-vyzivania-po-kakomu-biznesu-udarili-posledstvia-mobilizacii), о масштабах потерь за последние две недели, прогнозах и планах по восстановлению. 

📸: __Александра Щербака / ТАСС__"
25	https://t.me/forbesrussia	❗ Нобелевскую премию мира 2022 года [присудили российской правозащитной организации «Мемориал»](https://www.forbes.ru/society/479079-nobelevskuu-premiu-mira-prisudili-priznannomu-inoagentom-v-rossii-memorialu), признанной в России иностранным агентом и ликвидированной, белорусскому адвокату Алесю Беляцкому и украинскому «Центру гражданских свобод». Нобелевский комитет в Осло отметил, что лауреаты вместе показывают роль гражданского общества для мира и демократии
26	https://t.me/forbesrussia	"Программа трейд-ин вместе с ипотекой запущены в премиальном ЖК Symphony 34, который строит компания MR Group в Савеловском районе Москвы. Это единственный в городе проект с дизайнерскими решениями квартир от знаменитого бюро Jaime Beriestain.

Жилой комплекс входит в топ-10 новостроек, лидирующих по продажам в столице. Эксперты отмечают, что доля покупок трейд-ин в московских новостройках сейчас доходит до 15–20%. Этот тренд сохраняется и в сегменте премиум-класса. Подробности — [в нашем материале.](https://bit.ly/3RHfsiu) 

* __Информационная поддержка__"
27	https://t.me/forbesrussia	Минприроды предложило [освободить от мобилизации](https://www.forbes.ru/society/479191-minprirody-predlozilo-osvobodit-ot-mobilizacii-musorsikov-i-voditelej-musorovozov) работников региональных операторов по обращению с отходами и водителей мусоровозов. Их работа напрямую связана с социальной стабильностью регионов, указало министерство
28	https://t.me/forbesrussia	Евросоюз в восьмом пакете санкций против России предусмотрел [условия разморозки активов](https://www.forbes.ru/finansy/479183-evrosouz-zakrepil-v-sankciah-vozmoznost-razmorozki-aktivov-investorov-iz-rossii) российских инвесторов. Это может быть сделано по решению компетентных органов стран ЕС, которые при этом смогут сами определять условия, на которых будут разблокированы активы. По оценке ЦБ, из-за санкций были заморожены бумаги 5 млн инвесторов
29	https://t.me/forbesrussia	В Госдуму внесли законопроект, который [призван законодательно закрепить обещания президента](https://www.forbes.ru/society/479181-v-gosdumu-vnesli-zakonoproekt-s-popravkami-ob-otsrockah-v-zakon-o-mobilizacii) страны и министра обороны не призывать по частичной мобилизации тех, кто не служил, не состоит в запасе, не имеет подходящих военно-учетных специальностей и боевого опыта. Правозащитники считают законопроект «слишком либеральным, а потому непроходным»
30	https://t.me/forbesrussia	"Частичная мобилизация затронула IT-компании, которые не успели получить соответствующую аккредитацию. «__В зоне риска оказываются и компании не из сегмента IT, но имеющие собственные IT-отделы. Их инхаус-разработчики могут получить повестку, уехать в другую страну, перейти в аккредитованную компанию — то есть внезапно оставить команду__»,— поясняет основатель студии разработки «Сибирикс» Владимир Завертайлов.

[Некоторые компании рискуют остаться без части штата. Как избежать этого риска, Владимир Завертайлов рассказал в колонке для Forbes](https://www.forbes.ru/mneniya/479035-zasitnye-urlica-kak-kompaniam-bez-it-akkreditacii-sohranit-svoih-razrabotcikov).

📸: __Glenn Carstens-Peters / Unsplash__"
31	https://t.me/forbesrussia	Япония [расширила санкции против России](https://www.forbes.ru/society/479179-aponia-vvela-sankcii-protiv-kabaevoj-milliardera-rasnikova-i-biznesmena-pumpanskogo), включив в списки 58 новых лиц и 9 организаций. Под ограничения попали в том числе члены семей Кадырова, Шойгу, Мишустина, жена и сын Медведева, Алина Кабаева, Маргарита Симоньян. Кроме того, санкции введены в отношении миллиардера Виктора Рашникова и бывшего участника списка Forbes Дмитрия Пумпянского
32	https://t.me/forbesrussia	"В сентябре-октябре этого года пройдет автоматический обмен финансовой информацией за 2021 год между Россией и другими странами, окончательные результаты которого сейчас сложно спрогнозировать.

В 2022 году фокус личных и деловых интересов многих россиян в силу массовой релокации и эмиграции сместился за границу: люди открывают зарубежные счета, перерегистрируют компании в зарубежных юрисдикциях, при этом оставаясь российскими налоговыми и валютными резидентами. 

С 2018 года Россия участвует в автоматическом обмене финансовой информацией (Common Reporting Standard, CRS). В рамках этого механизма финансовые организации разных стран собирают и передают своим национальным налоговым органам данные о счетах, открытых налоговыми нерезидентами.

Между тем, Великобритания прекратила автоматический обмен с Россией еще в 2019 году. Весной соглашение об избежании двойного налогообложения, которое предполагает и налоговый обмен, приостановила Латвия. О приостановке автообмена налоговой информацией с Россией также заявляли Германия и Австрия.

Приостановлка действия обмена по разным каналам напрямую повлияет на объем информации, который получат российские налоговые органы. [Чем это может обернуться для российских владельцев иностранных счетов?](https://www.forbes.ru/mneniya/479075-otmena-avtoobmena-o-cem-nuzno-pomnit-rossianam-so-scetami-za-rubezom)

📸__: Софья Сандурская / Агентство «Москва»__"
33	https://t.me/forbesrussia	Росавиация [продлила](https://www.forbes.ru/biznes/479177-rosaviacia-prodlila-zapret-na-polety-v-11-gorodov-uga-rossii-do-16-oktabra) временный запрет на полеты в 11 городов на юге России до 16 октября. Он был введен 24 февраля из-за «осложнения обстановки вокруг ситуации на Украине»
34	https://t.me/forbesrussia	"В четверг, 6 сентября, власти Евросоюза утвердили восьмой по счету пакет санкций в отношении России. В числе мер по ограничению импорта, которые по замыслу европейских чиновников, должны нанести России ущерб в 7 млрд евро, вводится запрет на ввоз стальной продукции. 

Российская черная металлургия стала одной из главных жертв западных санкций. Но, начиная с июля, ситуация в отрасли начала налаживаться — помогли строители, автопром и газовая отрасль. __«Считаем, что «дно» рынка уже было пройдено в июне, и продажи стали продолжают восстановление отчасти благодаря восполнению запасов на фоне падения цен»__ — писали эксперты.

Новый пакет санкций ЕС вводит запрет на импорт различных полуфабрикатов, крупнейшим поставщиком которых в Европу является компания НЛМК. 

Хотя ограничения вводятся с некоторыми послаблениями. Так, запрет на импорт квадратной заготовки вводится с 1 апреля 2024 года, слябов — с 1 октября 2024 года, а с 7 октября нынешнего года и до времени запрета импорт ограничивается квотами.

__«В настоящее время мы оцениваем потенциальное влияние очередного пакета санкций ЕС, который вводит новые ограничения на экспорт металлопродукции из России, а также на импорт оборудования и технологий»__, — сказала Forbes представитель НЛМК.

Как российские металлурги выживают под санкциями — [читайте в материале Forbes](https://www.forbes.ru/biznes/478893-evropa-protiv-lipecka-kak-rossijskie-metallurgi-vyzivaut-pod-sankciami)

📸__: Сергей Савостьянов / ТАСС__"
35	https://t.me/forbesrussia	Часть стран Евросоюза [включили](https://www.forbes.ru/biznes/479157-cast-stran-es-nacali-trebovat-inostrannye-polisy-dla-podace-na-vizy-v-rossii) в пакет документов для оформления шенгенских виз россиянам полисы иностранных страховщиков. Эксперты считают, что это усложнит организацию поездок в Европу самостоятельным туристам. Ранее Евросоюз отменил соглашение об упрощенном визовом режиме с Россией
36	https://t.me/forbesrussia	Зеленский [заявил](https://www.forbes.ru/society/479155-zelenskij-prizval-nato-sdelat-nevozmoznym-primenenie-rossiej-adernogo-oruzia), что НАТО должно исключить возможность применения Россией ядерного оружия. Способом такого давления он назвал превентивные удары. Пресс-секретарь Зеленского уточнил, что Украина не призывает к превентивному использованию ядерного оружия. Кремль в свою очередь счел слова президента Украины призывом к началу мировой войны
37	https://t.me/forbesrussia	Минюст [пополнил](https://www.forbes.ru/society/478603-minust-vnes-v-reestr-inoagentov-dvuh-aktivistov) реестр физлиц-иностранных агентов — в него внесены два координатора молодежного политического движения «Весна». В конце сентября прокуратура Петербурга потребовала признать его деятельность экстремистской и запретить
38	https://t.me/forbesrussia	«Яндекс Карты» через несколько дней после присоединении к России ДНР, ЛНР, Запорожской и Херсонской областей [перестали](https://www.forbes.ru/tekhnologii/479149-andeks-ob-asnil-isceznovenie-s-kart-granic-regionov) отображать не только госграницы, но и границы регионов. Компания пояснила, что сервис ориентируется на отображение физико-географической информации
39	https://t.me/forbesrussia	"Нобелевскую премию по физике в этом году получили ученые, доказавшие, что Бог все-таки играет в кости. 

Ален Аспе из Франции, Джон Клаузер из США и Антон Цайлингер из Австрии получат по трети призовой суммы «за эксперименты с запутанными фотонами, установление нарушения неравенств Белла и новаторство в квантовой информатике».

Новые открытия уже заставляют некоторых экспертов говорить о второй квантовой революции. Первая подарила нам микроэлектронику и лазеры. Вторая, основанная на квантовой запутанности, обещает эру сверхмощных квантовых компьютеров и абсолютно защищенных линий связи — и это не полный список. 
**
**[Научный обозреватель Forbes Анатолий Глянцев рассказывает](https://www.forbes.ru/society/479139-rasputannaa-vselennaa-kak-kvantovaa-zaputannost-prinesla-nobelevskuu-premiu) о лауреатах, которые не только ответили на принципиальные вопросы о законах природы, но и стояли у истоков создания** **новых и перспективных технологий

📸__: Johan Jarnestad / The Royal Swedish Academy of Sciences__"
40	https://t.me/forbesrussia	Норвегия [ограничила](https://www.forbes.ru/biznes/479145-norvegia-ogranicila-dostup-v-porty-dla-rossijskih-rybakov) российским рыбакам доступ в свои порты — теперь им разрешено доставлять рыбу только в три порта на севере страны. Норвегия запретила судам под российским флагом вход в свои порты еще в мае, но для рыболовецких тогда сделала исключение
41	https://t.me/forbesrussia	Фитнес-клубы [попросили](https://www.forbes.ru/biznes/479143-fitnes-kluby-poprosili-otsrocku-ot-mobilizacii-dla-vladel-cev-biznesa-i-buhgalterov) правительство предоставить отсрочку от призыва на военную службу владельцам и учредителям физкультурно-оздоровительных организаций, а также работающим там главным бухгалтерам. Ранее компании индустрии просили об отсрочке для тренеров и инструкторов, отмечая, что под призыв попадают 70% мужчин, занятых в отрасли
42	https://t.me/forbesrussia	"К решению задачи по обеспечения новых районов Москвы школами и детскими садами девелоперская группа компаний «А101» подходит креативно. Их цель — создать систему целостного и гармоничного развития детей на основе лучших мировых и российских образовательных и архитектурных практик.

Группа не только проектирует нетиповые здания, но и занимается подготовкой учителей, уделяя внимание внеклассному образованию. Зачем застройщику заниматься педагогическим дизайном — [читайте в нашем материале](https://bit.ly/3EmiVQg).

* __Информационная поддержка__"
43	https://t.me/forbesrussia	Евросоюз [опубликовал](https://www.forbes.ru/biznes/479131-neft-kriptokosel-ki-i-cicerina-evrosouz-opublikoval-vos-moj-paket-sankcij) восьмой пакет санкций. В частности, он предусматривает запрет на морскую транспортировку нефти третьим странам по цене выше установленной и запрещает открывать криптокошельки россиянам в Европе. Под персональные санкции попали 30 человек, включая Эллу Памфилову, Юлию Чичерину, Николая Расторгуева и Олега Газманова
44	https://t.me/forbesrussia	"Продажи новых легковых и новых коммерческих автомобилей в России за первые три квартала 2022 года сократились на 59,8%. 

Среди них наибольшую долю (47,9%) занимают внедорожники — 242 723 штуки, на коммерческие автомобили пришлось 10,4% (52 878 штук), на пикапы — 0,8% (3903 штуки), также с начала года было продано 333 электрокара, — говорится в сообщении Ассоциации европейского бизнеса, поступившем в редакцию Forbes.

После провалов мая и июня на рынке наметился восстановительный рост, однако объявление о частичной мобилизации перечеркнуло его. При этом лидеру рынка «Автовазу» в сентябре удалось реализовать на 20% автомобилей больше аналогичных показателей прошлого года — помогла госпрограмма льготного автокредитования.

Продолжают укреплять свои позиции на российском рынке бренды из КНР. Доля «китайцев» достигла максимального уровня за все время присутствия на российском рынке и составила почти 30%, сообщают эксперты агентства «Автостат».

[Подробнее о состоянии российского авторынка читайте на сайте Forbes](https://www.forbes.ru/biznes/479099-mobilizacia-protiv-rosta-rossijskij-avtorynok-za-tri-kvartala-ruhnul-pocti-na-60)

📸__: Gonzalo Fuentes / Reuters__"
45	https://t.me/forbesrussia	Лукашенко [запретил](https://www.forbes.ru/finansy/479121-lukasenko-zapretil-povysat-ceny-v-belorussii) ценам в Белоруссии расти. Таким образом он решил бороться с «запредельной» инфляцией. По данным Нацбанка, инфляция в Белоруссии в августе составила 17,9%
46	https://t.me/forbesrussia	Мобилизованным [не будут компенсировать](https://www.forbes.ru/society/479117-mobilizovannym-ne-kompensiruut-rashody-na-pokupku-snarazenia) расходы на покупку собственного обмундирования и медикаментов, сообщил портал «Объясняем.РФ». Он объясняет это тем, что такие покупки будут считаться «личной инициативой» призванных, поскольку их должны обеспечить «всем необходимым для прохождения службы»
47	https://t.me/forbesrussia	В Нидерландах есть месторождение газа с запасами на $1 трлн, которых хватило бы, чтобы заместить импорт из России, [написал](https://www.forbes.ru/finansy/479113-bloomberg-rasskazal-o-sposobnom-zamestit-gaz-iz-rossii-mestorozdenii-v-niderlandah) Bloomberg. На этом месторождении активно добывали газ, пока местность не начала страдать от землетрясений, вызванных бурением. Сейчас местные жители выступают против расширения добычи, но власти признают: нехватка газа может вынудить их пойти на это
48	https://t.me/forbesrussia	Токаев [согласился](https://www.forbes.ru/society/479111-tokaev-soglasilsa-ballotirovat-sa-v-prezidenty-kazahstana-ot-narodnoj-koalicii) участвовать в предстоящих президентских выборах, которые пройдут в ноябре. Он станет кандидатом от недавно созданной в его поддержку народной коалиции. Провести внеочередные выборы в Казахстане предложил сам Токаев в сентябре
49	https://t.me/forbesrussia	Российские власти [положительно оценили](https://www.forbes.ru/society/479101-kreml-prokommentiroval-stat-u-nyt-o-pozicii-specsluzb-ssa-po-ubijstvu-duginoj) выводы американской разведки о возможной причастности Украины к убийству Дарьи Дугиной, заявил представитель Кремля. О том, что такой версии придерживаются спецслужбы США, ранее сообщила NYT со ссылкой на источники. Украина причастность к убийству Дугиной отрицает
